Fold,epoch,trainLoss,valLoss,val_F1,val_Acc
11,7,0.0161,0.1197,0.6237,0.8251
11,8,0.0164,0.1232,0.631,0.8306
11,9,0.0111,0.1221,0.6246,0.8197
11,10,0.0102,0.1181,0.6248,0.8306
11,11,0.0126,0.1265,0.6534,0.8251
11,12,0.0117,0.1233,0.6429,0.8361
11,13,0.0086,0.126,0.6429,0.8361
11,14,0.0066,0.1243,0.6191,0.8197
11,15,0.0075,0.1253,0.6192,0.8251
11,16,0.0064,0.1288,0.6237,0.8251
11,17,0.0097,0.1225,0.631,0.8306
11,18,0.0085,0.1181,0.6248,0.8306
11,19,0.0065,0.1257,0.6248,0.8306
11,20,0.0106,0.1335,0.6325,0.8197
11,21,0.0098,0.1269,0.6084,0.8142
11,22,0.0088,0.1291,0.6377,0.8251
11,23,0.0071,0.13,0.6192,0.8251
11,24,0.0077,0.1228,0.63,0.8251
11,25,0.0062,0.1394,0.6333,0.8306
11,26,0.0068,0.1254,0.6255,0.8251
11,27,0.0071,0.1252,0.6237,0.8251
11,28,0.0085,0.1212,0.6192,0.8251
11,29,0.0063,0.1303,0.631,0.8306
11,30,0.0059,0.1198,0.62,0.8197
11,31,0.0105,0.128,0.6259,0.8306
11,32,0.008,0.1327,0.6266,0.8197
11,33,0.0063,0.1265,0.6294,0.8306
11,34,0.0059,0.1209,0.6594,0.8361
11,35,0.0067,0.1208,0.6311,0.8306
11,36,0.0073,0.1291,0.6266,0.8197
11,37,0.0071,0.12,0.6182,0.8197
11,38,0.0097,0.1277,0.613,0.8142
11,39,0.0055,0.1287,0.6182,0.8197
11,40,0.0063,0.1335,0.6377,0.8251
12,1,0.2805,0.202,0.316,0.7814
12,2,0.1437,0.1387,0.5359,0.8361
12,3,0.0926,0.1257,0.5514,0.8306
12,4,0.0645,0.139,0.6336,0.8634
12,5,0.0358,0.1426,0.6238,0.847
12,6,0.026,0.1479,0.6493,0.8525
12,7,0.0262,0.1604,0.6429,0.847
12,8,0.0159,0.1637,0.6282,0.8525
12,9,0.015,0.1659,0.6584,0.8415
12,10,0.0094,0.1604,0.6304,0.8525
12,11,0.0086,0.1665,0.6323,0.8415
12,12,0.0052,0.1783,0.6156,0.8415
12,13,0.0053,0.1849,0.6282,0.8525
12,14,0.0045,0.1804,0.652,0.8525
12,15,0.0046,0.1834,0.6156,0.8415
12,16,0.0114,0.1842,0.6681,0.8525
12,17,0.0042,0.1805,0.6592,0.8415
12,18,0.0053,0.1943,0.6164,0.8415
12,19,0.0091,0.1748,0.6487,0.847
12,20,0.005,0.1914,0.6367,0.8415
12,21,0.0045,0.1783,0.6458,0.847
12,22,0.0048,0.1853,0.681,0.847
12,23,0.0037,0.1766,0.6641,0.847
12,24,0.0044,0.1818,0.6624,0.847
12,25,0.0042,0.1885,0.6397,0.8415
12,26,0.0036,0.1846,0.6429,0.847
12,27,0.0045,0.185,0.6397,0.8415
12,28,0.0039,0.1811,0.6592,0.8415
12,29,0.0031,0.1817,0.6681,0.8525
12,30,0.0053,0.1873,0.6288,0.8525
12,31,0.0037,0.1811,0.6619,0.847
12,32,0.0037,0.1753,0.6426,0.8415
12,33,0.0054,0.1898,0.6546,0.8525
12,34,0.0047,0.1821,0.6458,0.847
12,35,0.0035,0.1899,0.6501,0.8361
12,36,0.0057,0.1863,0.6064,0.8306
12,37,0.0055,0.1901,0.642,0.847
12,38,0.0035,0.1947,0.6309,0.8306
12,39,0.0041,0.172,0.6722,0.8525
12,40,0.0057,0.1793,0.6741,0.8525
13,1,0.2764,0.2008,0.318,0.7869
13,2,0.1799,0.131,0.5005,0.8087
13,3,0.085,0.1107,0.576,0.8197
13,4,0.0605,0.1034,0.6717,0.8579
13,5,0.0443,0.1075,0.6755,0.847
13,6,0.0244,0.1104,0.7114,0.8525
13,7,0.0175,0.1261,0.7243,0.8415
13,8,0.0112,0.1022,0.7182,0.8634
13,9,0.0117,0.1035,0.7215,0.8689
13,10,0.0127,0.1164,0.6823,0.8579
13,11,0.0058,0.1117,0.7014,0.8525
13,12,0.0088,0.1186,0.7566,0.8743
13,13,0.0055,0.1167,0.6807,0.8525
13,14,0.0054,0.1185,0.7214,0.8579
13,15,0.005,0.122,0.7113,0.8579
13,16,0.0062,0.1155,0.6951,0.8525
13,17,0.0044,0.1259,0.6981,0.8525
13,18,0.0085,0.1128,0.7155,0.8579
13,19,0.0047,0.1207,0.708,0.8525
13,20,0.0031,0.1204,0.6897,0.847
13,21,0.0026,0.1201,0.7075,0.8634
13,22,0.0038,0.1106,0.7175,0.8634
13,23,0.0045,0.1158,0.7041,0.8579
13,24,0.0061,0.1199,0.7248,0.8579
13,25,0.0062,0.1257,0.6686,0.8415
13,26,0.0024,0.1229,0.7299,0.8689
13,27,0.0044,0.1222,0.7138,0.8579
13,28,0.0086,0.1175,0.6979,0.8579
13,29,0.0035,0.1212,0.7155,0.8579
13,30,0.0037,0.1169,0.7135,0.8525
13,31,0.003,0.1134,0.7071,0.8579
13,32,0.0036,0.1307,0.7041,0.8579
13,33,0.004,0.1241,0.6863,0.8525
13,34,0.0041,0.1143,0.7054,0.8525
13,35,0.0049,0.1163,0.7138,0.8579
13,36,0.0045,0.1191,0.7155,0.8579
13,37,0.0037,0.1207,0.7138,0.8579
13,38,0.004,0.1134,0.7175,0.8634
13,39,0.0037,0.1152,0.7259,0.8689
13,40,0.0037,0.1343,0.7026,0.8634
14,1,0.2643,0.1873,0.3641,0.7978
14,2,0.1416,0.1238,0.479,0.8251
14,3,0.0774,0.1063,0.6823,0.8634
14,4,0.0632,0.1105,0.6409,0.8415
14,5,0.0324,0.1142,0.7295,0.8743
14,6,0.0242,0.124,0.6978,0.8579
14,7,0.0189,0.1345,0.6945,0.8525
14,8,0.0216,0.1262,0.725,0.8634
14,9,0.0127,0.1204,0.7256,0.8634
14,10,0.0091,0.1192,0.6984,0.8579
14,11,0.0069,0.1171,0.7127,0.8689
14,12,0.0083,0.1326,0.7256,0.8634
14,13,0.0079,0.1324,0.7256,0.8634
14,14,0.0083,0.1331,0.7144,0.8689
14,15,0.0105,0.1213,0.733,0.8689
14,16,0.0069,0.1279,0.7021,0.8579
14,17,0.0058,0.1364,0.7144,0.8689
14,18,0.0069,0.1269,0.709,0.8634
14,19,0.0071,0.126,0.7256,0.8634
14,20,0.007,0.13,0.709,0.8634
14,21,0.0068,0.125,0.7021,0.8579
14,22,0.006,0.1261,0.7021,0.8579
14,23,0.0061,0.1239,0.7015,0.8579
14,24,0.0055,0.1311,0.7108,0.8525
14,25,0.0046,0.1353,0.7021,0.8579
14,26,0.0081,0.1324,0.7021,0.8579
14,27,0.007,0.1314,0.7308,0.8689
14,28,0.005,0.1281,0.7119,0.8525
14,29,0.0075,0.1276,0.7021,0.8579
14,30,0.0062,0.1317,0.6984,0.8579
14,31,0.0077,0.1201,0.7256,0.8634
14,32,0.0056,0.1283,0.6955,0.8525
14,33,0.006,0.1306,0.733,0.8689
14,34,0.0062,0.1324,0.7004,0.8525
14,35,0.0056,0.1313,0.7053,0.8634
14,36,0.0057,0.1369,0.7112,0.8634
14,37,0.0051,0.1332,0.7308,0.8689
14,38,0.0077,0.1295,0.708,0.8525
14,39,0.0045,0.1258,0.7144,0.8689
14,40,0.0075,0.1292,0.709,0.8634
15,1,0.2956,0.2135,0.3161,0.7814
15,2,0.1382,0.1549,0.4735,0.8197
15,3,0.0999,0.1153,0.6535,0.847
15,4,0.0561,0.1266,0.6803,0.8197
15,5,0.0419,0.1151,0.7061,0.847
15,6,0.0379,0.2383,0.5839,0.7158
15,7,0.0247,0.1092,0.7244,0.8525
15,8,0.0093,0.1168,0.7333,0.8525
15,9,0.0094,0.1171,0.7351,0.8579
15,10,0.0117,0.125,0.7222,0.8579
15,11,0.0072,0.1152,0.7195,0.847
15,12,0.0091,0.1363,0.7014,0.8306
15,13,0.0063,0.1368,0.7137,0.8525
15,14,0.0056,0.13,0.6783,0.8361
15,15,0.0043,0.1315,0.7541,0.8634
15,16,0.0049,0.1377,0.717,0.8525
15,17,0.0053,0.1277,0.716,0.8415
15,18,0.0032,0.1267,0.7214,0.847
15,19,0.0041,0.137,0.736,0.8743
15,20,0.0039,0.1338,0.7294,0.8525
15,21,0.0054,0.1263,0.7374,0.8525
15,22,0.0049,0.1354,0.6986,0.8415
15,23,0.0037,0.1372,0.7431,0.8579
15,24,0.0038,0.1304,0.7177,0.8361
15,25,0.0045,0.1323,0.7195,0.847
15,26,0.0043,0.1307,0.7214,0.847
15,27,0.0035,0.1351,0.7323,0.847
15,28,0.0026,0.1379,0.7106,0.8361
15,29,0.0033,0.1286,0.7112,0.8415
